#Frame                                               Vec_00016
      32  83.9865 145.2566  83.0667   0.0000   0.0000   0.0000
      33  88.9983 146.4290  82.6439   0.0000   0.0000   0.0000
      34  88.7113 144.0094  80.5661   0.0000   0.0000   0.0000
      35  91.1970 139.4807  76.4965   0.0000   0.0000   0.0000
      36  90.5872 140.1288  76.3957   0.0000   0.0000   0.0000
      37  92.2769 137.6582  75.5167   0.0000   0.0000   0.0000
      38  90.8330 130.7629  72.7908   0.0000   0.0000   0.0000
      39  92.3116 132.8733  76.4540   0.0000   0.0000   0.0000
      40  91.4674 138.5765  70.7575   0.0000   0.0000   0.0000
      41  90.9708 135.9243  71.7041   0.0000   0.0000   0.0000
      42  94.9353 135.8213  67.5198   0.0000   0.0000   0.0000
      43  94.3922 136.0165  64.4451   0.0000   0.0000   0.0000
      44  93.6722 133.1185  61.5706   0.0000   0.0000   0.0000
      45  94.1605 133.7587  63.6208   0.0000   0.0000   0.0000
      46  93.4232 134.7695  67.2008   0.0000   0.0000   0.0000
      47  93.4696 131.0855  66.2405   0.0000   0.0000   0.0000
      48  94.3312 134.9256  65.3043   0.0000   0.0000   0.0000
      49  94.3677 132.2710  69.1829   0.0000   0.0000   0.0000
      50  91.4006 137.1836  68.9446   0.0000   0.0000   0.0000
      51  93.4903 133.9729  66.0047   0.0000   0.0000   0.0000
      52  91.1452 135.8893  65.2532   0.0000   0.0000   0.0000
      53  91.5082 136.6716  64.8704   0.0000   0.0000   0.0000
      54  90.1387 140.1565  67.3587   0.0000   0.0000   0.0000
      55  90.3347 139.8650  66.2387   0.0000   0.0000   0.0000
      56  90.5714 139.2077  66.2961   0.0000   0.0000   0.0000
      57  92.0605 137.7948  65.8526   0.0000   0.0000   0.0000
      58  91.4337 134.3798  65.5537   0.0000   0.0000   0.0000
      59  93.6872 138.5444  60.7171   0.0000   0.0000   0.0000
      60  93.0401 139.4059  63.2895   0.0000   0.0000   0.0000
      61  93.5560 141.8210  63.6683   0.0000   0.0000   0.0000
      62  94.1741 140.9957  64.3108   0.0000   0.0000   0.0000
      63  92.1760 140.6135  63.3157   0.0000   0.0000   0.0000
      64  92.1757 141.1655  63.6865   0.0000   0.0000   0.0000
      65  92.7903 140.7531  62.3421   0.0000   0.0000   0.0000
      66  92.4954 140.2576  61.9462   0.0000   0.0000   0.0000
      67  95.2296 141.4134  61.9980   0.0000   0.0000   0.0000
      68  93.6213 139.5908  61.6954   0.0000   0.0000   0.0000
      69  96.4710 139.3552  61.0172   0.0000   0.0000   0.0000
      70  95.1086 138.5370  60.8455   0.0000   0.0000   0.0000
      71  96.1825 139.8783  61.1987   0.0000   0.0000   0.0000
      72  93.6295 138.6008  61.1508   0.0000   0.0000   0.0000
      73  95.2867 136.4601  59.5736   0.0000   0.0000   0.0000
      74  95.0153 136.4910  59.7977   0.0000   0.0000   0.0000
      75  96.4794 135.0375  59.8842   0.0000   0.0000   0.0000
      76  95.1989 137.8261  61.1121   0.0000   0.0000   0.0000
      77  97.0867 138.5194  60.0078   0.0000   0.0000   0.0000
      78  95.8531 136.5224  60.1036   0.0000   0.0000   0.0000
      79  96.2138 137.6395  59.4601   0.0000   0.0000   0.0000
      80  96.0733 136.8059  59.7446   0.0000   0.0000   0.0000
      81  96.3985 137.6107  59.9543   0.0000   0.0000   0.0000
      82  94.8435 137.0979  56.0275   0.0000   0.0000   0.0000
      83  92.9904 137.8553  59.2890   0.0000   0.0000   0.0000
      84  94.8929 135.9506  59.5834   0.0000   0.0000   0.0000
      85  94.3188 137.8313  58.0055   0.0000   0.0000   0.0000
      86  94.3279 136.3647  52.9188   0.0000   0.0000   0.0000
      87  95.0352 131.3757  54.9061   0.0000   0.0000   0.0000
      88  95.1103 131.9326  50.7957   0.0000   0.0000   0.0000
      89  98.5493 135.1488  47.3199   0.0000   0.0000   0.0000
      90  98.5723 130.8137  41.9920   0.0000   0.0000   0.0000
      91  98.5831 129.5291  42.3301   0.0000   0.0000   0.0000
      92  97.7605 128.4532  41.4788   0.0000   0.0000   0.0000
      93  94.4574 127.2084  42.2538   0.0000   0.0000   0.0000
      94  93.6842 128.5519  42.8195   0.0000   0.0000   0.0000
      95  96.3866 125.5503  44.6226   0.0000   0.0000   0.0000
      96  94.7779 122.5044  43.3399   0.0000   0.0000   0.0000
      97  95.0080 125.1613  41.5737   0.0000   0.0000   0.0000
      98  95.6640 123.9017  41.8545   0.0000   0.0000   0.0000
      99  95.6980 121.4516  40.9005   0.0000   0.0000   0.0000
     100  95.3511 121.3485  41.3860   0.0000   0.0000   0.0000
     101  95.9988 121.2853  39.5808   0.0000   0.0000   0.0000
     102  96.6154 121.9510  40.6023   0.0000   0.0000   0.0000
     103  96.7569 120.4375  39.8290   0.0000   0.0000   0.0000
     104  96.4536 121.3185  40.6486   0.0000   0.0000   0.0000
     105  94.7873 120.0797  40.0493   0.0000   0.0000   0.0000
     106  94.9918 120.7980  40.1743   0.0000   0.0000   0.0000
     107  97.1437 122.5838  41.1089   0.0000   0.0000   0.0000
     108  97.7688 122.3010  40.7161   0.0000   0.0000   0.0000
     109  96.6594 120.4327  39.0934   0.0000   0.0000   0.0000
     110  97.3550 122.2505  39.0677   0.0000   0.0000   0.0000
     111  96.3969 121.3359  40.0117   0.0000   0.0000   0.0000
     112  95.5243 122.0604  41.4366   0.0000   0.0000   0.0000
     113  96.4578 122.6114  40.6223   0.0000   0.0000   0.0000
     114  96.3488 122.0154  40.8500   0.0000   0.0000   0.0000
     115  97.4501 119.1057  37.4752   0.0000   0.0000   0.0000
     116  94.2385 116.0125  40.5204   0.0000   0.0000   0.0000
     117  93.8624 112.2507  37.5803   0.0000   0.0000   0.0000
     118  95.8697 117.1016  36.3410   0.0000   0.0000   0.0000
     119  96.8500 118.6176  33.3563   0.0000   0.0000   0.0000
     120  96.9372 118.0835  33.4587   0.0000   0.0000   0.0000
     121  95.6142 117.1873  36.2566   0.0000   0.0000   0.0000
     122  96.2112 118.7685  37.2928   0.0000   0.0000   0.0000
     123  94.2344 118.5659  40.7267   0.0000   0.0000   0.0000
     124  91.5135 117.0865  40.9603   0.0000   0.0000   0.0000
     125  93.2445 116.6072  38.1241   0.0000   0.0000   0.0000
     126  98.6750 116.0655  35.8503   0.0000   0.0000   0.0000
     127  98.0919 117.0708  34.0994   0.0000   0.0000   0.0000
     128  97.8045 116.8822  32.8258   0.0000   0.0000   0.0000
     129  98.3480 117.4478  32.0324   0.0000   0.0000   0.0000
     130  98.2422 117.0601  32.0002   0.0000   0.0000   0.0000
     131  97.6580 116.9233  32.1954   0.0000   0.0000   0.0000
     132  98.6792 116.4497  32.3780   0.0000   0.0000   0.0000
     133  98.1768 117.2207  32.8630   0.0000   0.0000   0.0000
     134  97.1915 117.0893  35.3253   0.0000   0.0000   0.0000
     135  99.7582 117.6289  33.7639   0.0000   0.0000   0.0000
     136  99.2775 118.2720  33.7339   0.0000   0.0000   0.0000
     137  99.1785 118.6852  34.2284   0.0000   0.0000   0.0000
     138  98.4014 117.9863  34.0215   0.0000   0.0000   0.0000
     139 100.5379 117.0934  35.2441   0.0000   0.0000   0.0000
     140  97.8474 114.9028  33.6128   0.0000   0.0000   0.0000
     141  97.6981 117.4240  32.0680   0.0000   0.0000   0.0000
     142  97.5605 115.7996  31.9908   0.0000   0.0000   0.0000
     143  95.9390 115.9985  31.0327   0.0000   0.0000   0.0000
     144  94.2404 111.8868  28.3779   0.0000   0.0000   0.0000
     145  93.5790 111.9337  29.7852   0.0000   0.0000   0.0000
     146  93.3901 113.5410  30.4201   0.0000   0.0000   0.0000
     147  93.5886 111.6876  26.2084   0.0000   0.0000   0.0000
     148  90.7723 102.8241  24.3479   0.0000   0.0000   0.0000
     149  91.9660 109.4425  27.8884   0.0000   0.0000   0.0000
     150  92.2868 111.6247  27.7149   0.0000   0.0000   0.0000
     151  89.9111 108.2104  25.8873   0.0000   0.0000   0.0000
     152  91.5335 110.2329  29.2304   0.0000   0.0000   0.0000
     153  92.4022 108.0747  29.4537   0.0000   0.0000   0.0000
     154  92.1859 104.5759  24.0588   0.0000   0.0000   0.0000
     155  92.4206  99.6047  22.3584   0.0000   0.0000   0.0000
     156  89.2576 103.1409  20.6730   0.0000   0.0000   0.0000
     157  91.4487  98.2140  21.3514   0.0000   0.0000   0.0000
     158  90.9362  95.4005  25.7338   0.0000   0.0000   0.0000
     159  90.2337  94.2265  24.8993   0.0000   0.0000   0.0000
     160  91.5368  93.2218  23.6492   0.0000   0.0000   0.0000
     161  93.2961  91.1936  22.2528   0.0000   0.0000   0.0000
     162  89.6078  89.7434  25.1053   0.0000   0.0000   0.0000
     163  88.5923  93.5599  31.0568   0.0000   0.0000   0.0000
     164  88.5201  93.6241  27.2703   0.0000   0.0000   0.0000
     165  95.5234  93.6590  26.7602   0.0000   0.0000   0.0000
     166  95.7999  88.3534  32.6825   0.0000   0.0000   0.0000
     167  93.4799  89.4748  30.5645   0.0000   0.0000   0.0000
     168  92.4557  87.9415  29.2069   0.0000   0.0000   0.0000
     169  99.0897  83.8007  32.0129   0.0000   0.0000   0.0000
     170 102.8531  82.3038  29.7988   0.0000   0.0000   0.0000
     171 106.2398  86.0678  20.7632   0.0000   0.0000   0.0000
     172 107.9687  84.0781  22.6546   0.0000   0.0000   0.0000
     173  97.3380  82.4363  17.2954   0.0000   0.0000   0.0000
     174  91.0803  93.3999  28.0851   0.0000   0.0000   0.0000
     175  94.0302  88.1528  23.0462   0.0000   0.0000   0.0000
     176  91.1442  84.9083  27.6067   0.0000   0.0000   0.0000
     177  86.3352  76.6290  36.9539   0.0000   0.0000   0.0000
     178  91.3861  83.3343  36.2205   0.0000   0.0000   0.0000
     179  93.8059  78.6521  35.7600   0.0000   0.0000   0.0000
     180  95.2560  87.9370  31.8754   0.0000   0.0000   0.0000
     181  87.9101  83.3661  35.4662   0.0000   0.0000   0.0000
     182  91.9948  83.8710  35.8174   0.0000   0.0000   0.0000
     183  92.5093  87.7930  44.0510   0.0000   0.0000   0.0000
     184  93.1765  88.0900  42.7939   0.0000   0.0000   0.0000
     185  92.1751  87.0369  44.4444   0.0000   0.0000   0.0000
     186  91.4758  86.4293  44.4343   0.0000   0.0000   0.0000
     187  92.0666  86.5981  43.5241   0.0000   0.0000   0.0000
     188  90.7828  86.7471  42.3134   0.0000   0.0000   0.0000
     189  88.7504  85.1896  41.4924   0.0000   0.0000   0.0000
     190  89.5989  87.1961  42.7719   0.0000   0.0000   0.0000
     191  90.7716  86.7447  44.4727   0.0000   0.0000   0.0000
     192  90.9295  87.5028  41.0996   0.0000   0.0000   0.0000
     193  88.9648  87.3680  42.1176   0.0000   0.0000   0.0000
     194  91.3181  86.1819  42.0690   0.0000   0.0000   0.0000
     195  91.6833  86.6476  44.5345   0.0000   0.0000   0.0000
     196  91.0526  87.2245  42.7838   0.0000   0.0000   0.0000
     197  90.8055  85.3530  43.9559   0.0000   0.0000   0.0000
     198  93.8520  84.2878  46.1500   0.0000   0.0000   0.0000
     199  94.8528  84.3847  47.3357   0.0000   0.0000   0.0000
     200  94.3310  86.2641  44.8406   0.0000   0.0000   0.0000
     201  93.5042  85.4490  45.6782   0.0000   0.0000   0.0000
     202  94.3223  86.6399  45.6309   0.0000   0.0000   0.0000
     203  95.6896  86.9601  45.1864   0.0000   0.0000   0.0000
     204  93.9129  86.9058  45.4240   0.0000   0.0000   0.0000
     205  91.2757  87.0606  43.3638   0.0000   0.0000   0.0000
     206  91.6311  86.8439  42.8205   0.0000   0.0000   0.0000
     207  91.7578  88.0225  43.0132   0.0000   0.0000   0.0000
     208  91.3937  89.6552  41.2273   0.0000   0.0000   0.0000
     209  91.7399  86.8863  44.9116   0.0000   0.0000   0.0000
     210  90.1688  86.9128  43.2334   0.0000   0.0000   0.0000
     211  91.9053  86.8184  44.5761   0.0000   0.0000   0.0000
     212  90.7035  88.0346  43.8489   0.0000   0.0000   0.0000
     213  91.7076  87.2912  43.6392   0.0000   0.0000   0.0000
     214  91.3269  87.6406  44.6213   0.0000   0.0000   0.0000
     215  92.2747  87.1318  43.5339   0.0000   0.0000   0.0000
     216  90.8501  88.5746  40.3191   0.0000   0.0000   0.0000
     217  91.7633  88.3960  43.4136   0.0000   0.0000   0.0000
     218  91.3317  88.0199  40.8196   0.0000   0.0000   0.0000
     219  92.0927  85.6173  42.8032   0.0000   0.0000   0.0000
     220  93.9525  86.2589  44.6110   0.0000   0.0000   0.0000
     221  92.5713  85.0704  46.8235   0.0000   0.0000   0.0000
     222  95.4234  86.7735  47.3666   0.0000   0.0000   0.0000
     223  94.4410  88.1344  46.2996   0.0000   0.0000   0.0000
     224  94.9895  87.3390  45.8120   0.0000   0.0000   0.0000
     225  98.2976  85.0351  40.5687   0.0000   0.0000   0.0000
     226  98.0087  82.4536  38.4057   0.0000   0.0000   0.0000
     227  97.9031  79.8357  41.5572   0.0000   0.0000   0.0000
     228  98.6936  80.3441  41.3042   0.0000   0.0000   0.0000
     229  98.4930  84.1458  41.8682   0.0000   0.0000   0.0000
     230  97.7963  88.3817  40.4443   0.0000   0.0000   0.0000
     231  95.9885  86.2598  39.5118   0.0000   0.0000   0.0000
     232  95.4994  87.0591  39.3529   0.0000   0.0000   0.0000
     233 100.7953  83.7672  38.1760   0.0000   0.0000   0.0000
     234  96.8177  86.5568  37.0146   0.0000   0.0000   0.0000
     235  95.8155  89.3161  31.6581   0.0000   0.0000   0.0000
     236  92.9568  91.2183  32.4130   0.0000   0.0000   0.0000
     237  85.2491  86.9317  36.7291   0.0000   0.0000   0.0000
     238  92.0817  89.9226  37.9391   0.0000   0.0000   0.0000
     239  88.9798  87.0022  36.4505   0.0000   0.0000   0.0000
     240  85.6594  94.7954  34.5490   0.0000   0.0000   0.0000
     241  90.0489  90.4221  33.4065   0.0000   0.0000   0.0000
     242  90.2628  94.4493  30.4208   0.0000   0.0000   0.0000
     243  92.2541  97.2396  25.9708   0.0000   0.0000   0.0000
     244  85.3786  95.7673  22.0345   0.0000   0.0000   0.0000
     245  85.8667  95.8275  20.3285   0.0000   0.0000   0.0000
     246  88.1773  91.6236  21.8048   0.0000   0.0000   0.0000
     247  86.8007  96.0217  22.9790   0.0000   0.0000   0.0000
     248  89.3755  97.3804  23.4624   0.0000   0.0000   0.0000
     249  92.3147  98.0361  22.5939   0.0000   0.0000   0.0000
     250  89.6424  98.2446  21.8279   0.0000   0.0000   0.0000
     251  89.0003 104.9700  13.7077   0.0000   0.0000   0.0000
     252  93.1565  99.8227  14.9020   0.0000   0.0000   0.0000
     253  96.6213  96.7933  11.4819   0.0000   0.0000   0.0000
     254  94.0032  91.9412  10.8656   0.0000   0.0000   0.0000
     255  94.2155  83.0231 138.6447   0.0000   0.0000   0.0000
     256 101.2879  83.2658 136.3646   0.0000   0.0000   0.0000
     257 100.5758  78.1473 138.2157   0.0000   0.0000   0.0000
     258 101.6649  82.4263   9.8252   0.0000   0.0000   0.0000
     259 101.9299  77.5889  12.6695   0.0000   0.0000   0.0000
     260  95.1146  85.7394  15.7543   0.0000   0.0000   0.0000
     261  91.6686  87.2446  15.8574   0.0000   0.0000   0.0000
     262  86.5846  85.4872  11.7118   0.0000   0.0000   0.0000
     263  83.4482  80.6368   7.4351   0.0000   0.0000   0.0000
     264  83.7517  80.2478  14.1223   0.0000   0.0000   0.0000
     265  82.4429  84.8697   9.4174   0.0000   0.0000   0.0000
     266  86.8666  83.1039  13.2916   0.0000   0.0000   0.0000
     267  91.3465  75.6679  18.0731   0.0000   0.0000   0.0000
     268  91.8282  77.5894   8.2748   0.0000   0.0000   0.0000
     269  84.7783  76.8824  13.6722   0.0000   0.0000   0.0000
     270  80.4251  71.5615   4.4596   0.0000   0.0000   0.0000
     271  81.4615  70.8574   0.7455   0.0000   0.0000   0.0000
     272  76.2356  62.6489   3.2467   0.0000   0.0000   0.0000
     273  76.6357  67.3547   4.2738   0.0000   0.0000   0.0000
     274  76.7323  61.7041   3.8488   0.0000   0.0000   0.0000
     275  77.5926  68.1516   4.3439   0.0000   0.0000   0.0000
     276  85.7126  68.1908   5.5307   0.0000   0.0000   0.0000
     277  90.3256  66.1232   3.6952   0.0000   0.0000   0.0000
     278  88.8290  65.0398   2.6144   0.0000   0.0000   0.0000
     279  92.6414  63.0966   3.1013   0.0000   0.0000   0.0000
     280  91.1315  70.3659 130.1371   0.0000   0.0000   0.0000
     281  94.1251  74.3695 133.7377   0.0000   0.0000   0.0000
     282  90.5659  69.9443 135.6537   0.0000   0.0000   0.0000
     283  94.5646  69.5804   2.1783   0.0000   0.0000   0.0000
     284  98.1518  66.2553   3.8492   0.0000   0.0000   0.0000
     285  94.3057  66.1020   3.7819   0.0000   0.0000   0.0000
     286  94.4902  68.6775   3.4918   0.0000   0.0000   0.0000
     287  87.4582  61.5207   7.7051   0.0000   0.0000   0.0000
     288  90.3359  58.9690   7.7594   0.0000   0.0000   0.0000
     289  98.4356  63.9078  13.2006   0.0000   0.0000   0.0000
     290 102.5913  59.3132  16.0264   0.0000   0.0000   0.0000
     291 104.6084  57.7014  23.3324   0.0000   0.0000   0.0000
     292 111.5963  58.3565  20.9047   0.0000   0.0000   0.0000
     293 113.5362  57.6029  19.5635   0.0000   0.0000   0.0000
     294 109.4202  56.5063  22.2062   0.0000   0.0000   0.0000
     295 111.8166  59.6878  26.6005   0.0000   0.0000   0.0000
     296 111.2944  54.7149  28.8267   0.0000   0.0000   0.0000
     297 111.0614  51.6012  26.9075   0.0000   0.0000   0.0000
     298 114.6788  48.1247  28.8159   0.0000   0.0000   0.0000
     299 118.2163  48.1985  30.1969   0.0000   0.0000   0.0000
     300 116.9360  48.3740  25.9749   0.0000   0.0000   0.0000
     301 118.8262  46.2481  21.9279   0.0000   0.0000   0.0000
     302 120.0362  52.1454  17.1667   0.0000   0.0000   0.0000
     303 118.9417  54.4801  17.7565   0.0000   0.0000   0.0000
     304 114.9023  56.8334  21.2204   0.0000   0.0000   0.0000
     305 109.6555  52.3433  19.5502   0.0000   0.0000   0.0000
     306 109.8291  50.7544  21.6787   0.0000   0.0000   0.0000
     307 121.1427  48.8765  21.3300   0.0000   0.0000   0.0000
     308 122.2985  47.8745  16.5219   0.0000   0.0000   0.0000
     309 120.2396  45.9913  20.2148   0.0000   0.0000   0.0000
     310 116.5657  52.4154  23.6668   0.0000   0.0000   0.0000
     311 113.6532  53.9760  22.6228   0.0000   0.0000   0.0000
     312 114.1522  52.8677  25.9716   0.0000   0.0000   0.0000
     313 111.4739  57.8433  28.9542   0.0000   0.0000   0.0000
     314 107.7940  55.2384  26.9876   0.0000   0.0000   0.0000
     315 110.7234  59.2022  31.1171   0.0000   0.0000   0.0000
     316 110.9523  60.4752  31.8286   0.0000   0.0000   0.0000
     317 111.2886  60.0156  32.3052   0.0000   0.0000   0.0000
     318 112.2185  59.4465  32.7604   0.0000   0.0000   0.0000
     319 112.0664  59.7934  33.1371   0.0000   0.0000   0.0000
     320 112.1408  58.0639  33.0129   0.0000   0.0000   0.0000
     321 108.0315  58.8142  34.1802   0.0000   0.0000   0.0000
     322 108.9008  60.2029  33.7528   0.0000   0.0000   0.0000
     323 107.5002  60.5524  31.8979   0.0000   0.0000   0.0000
     324 109.9198  58.4983  32.9103   0.0000   0.0000   0.0000
     325 108.1931  58.1607  36.3267   0.0000   0.0000   0.0000
     326 107.2692  57.9812  35.8206   0.0000   0.0000   0.0000
     327 106.4168  59.1126  34.8630   0.0000   0.0000   0.0000
     328 106.7871  55.7674  36.8099   0.0000   0.0000   0.0000
     329 109.3455  54.5338  36.7690   0.0000   0.0000   0.0000
     330 109.9386  55.8756  34.9313   0.0000   0.0000   0.0000
     331 107.9338  55.0622  37.0122   0.0000   0.0000   0.0000
     332 105.0435  56.4741  37.4699   0.0000   0.0000   0.0000
     333 105.8529  57.5165  36.9310   0.0000   0.0000   0.0000
     334 103.9681  54.7537  38.1611   0.0000   0.0000   0.0000
     335 103.6191  54.5581  38.1023   0.0000   0.0000   0.0000
     336  99.4929  58.4310  31.4874   0.0000   0.0000   0.0000
     337 103.2414  58.3903  28.4806   0.0000   0.0000   0.0000
     338 109.2820  57.2965  20.8226   0.0000   0.0000   0.0000
     339 113.6620  58.4875  23.1828   0.0000   0.0000   0.0000
     340 109.7050  57.9460  26.6701   0.0000   0.0000   0.0000
     341 108.8689  70.3497  23.6349   0.0000   0.0000   0.0000
     342 105.2379  65.5817  20.6073   0.0000   0.0000   0.0000
     343 106.3101  52.9186  17.3350   0.0000   0.0000   0.0000
     344 102.5785  55.4342  16.3381   0.0000   0.0000   0.0000
     345 101.3534  61.0607  17.7250   0.0000   0.0000   0.0000
     346 101.3869  62.5129  18.4426   0.0000   0.0000   0.0000
     347 103.4645  66.4897  19.9447   0.0000   0.0000   0.0000
     348 103.5233  67.5223  15.3719   0.0000   0.0000   0.0000
     349 104.1035  63.4410  17.7524   0.0000   0.0000   0.0000
     350 108.4887  61.0871  17.9442   0.0000   0.0000   0.0000
     351 109.5697  58.3822  19.8044   0.0000   0.0000   0.0000
     352 116.5318  56.2131  19.7000   0.0000   0.0000   0.0000
     353 120.2070  48.6916  22.2843   0.0000   0.0000   0.0000
     354 121.8960  46.1975  19.8872   0.0000   0.0000   0.0000
     355 119.3815  38.5803  19.9677   0.0000   0.0000   0.0000
     356 113.1915  34.7355  10.3271   0.0000   0.0000   0.0000
     357 116.1827  32.1394   6.0992   0.0000   0.0000   0.0000
     358 128.3541  26.1008   0.5497   0.0000   0.0000   0.0000
     359 120.9532  27.5718   9.8789   0.0000   0.0000   0.0000
     360 113.7525  31.1852   4.5822   0.0000   0.0000   0.0000
     361 110.8697  26.3040  12.0503   0.0000   0.0000   0.0000
     362 108.3411  27.5625  13.2576   0.0000   0.0000   0.0000
     363 107.9997  24.1925  11.4225   0.0000   0.0000   0.0000
     364 111.9078  25.7280  16.0031   0.0000   0.0000   0.0000
     365 116.5675  25.9105  23.6256   0.0000   0.0000   0.0000
     366 117.9041  24.6873  19.2859   0.0000   0.0000   0.0000
     367 122.3223  25.0323  25.0730   0.0000   0.0000   0.0000
     368 123.5360  30.8849  28.9154   0.0000   0.0000   0.0000
     369 126.3974  39.1684  23.4795   0.0000   0.0000   0.0000
     370 128.7472  41.1075  33.6908   0.0000   0.0000   0.0000
     371 126.3040  48.1520  29.9143   0.0000   0.0000   0.0000
     372 121.2158  41.8185  27.3514   0.0000   0.0000   0.0000
     373 127.5384  47.5275  26.1020   0.0000   0.0000   0.0000
     374 125.3877  45.2870  25.0396   0.0000   0.0000   0.0000
     375 128.0943  47.2863  26.3038   0.0000   0.0000   0.0000
     376 130.5403  46.9759  27.7076   0.0000   0.0000   0.0000
     377 126.1375  46.1427  31.9714   0.0000   0.0000   0.0000
     378 128.7962  47.4460  29.8426   0.0000   0.0000   0.0000
     379 137.6555  57.0006  26.4665   0.0000   0.0000   0.0000
     380 140.7380  63.6463  26.7619   0.0000   0.0000   0.0000
     381 142.4859  65.3091  35.1393   0.0000   0.0000   0.0000
     382 140.5789  64.2681  35.7146   0.0000   0.0000   0.0000
     383 143.8587  62.3120  36.9714   0.0000   0.0000   0.0000
     384 144.4133  61.5147  34.0059   0.0000   0.0000   0.0000
     385 143.4925  62.7317  36.1678   0.0000   0.0000   0.0000
     386 140.3508  60.5028  34.6841   0.0000   0.0000   0.0000
     387 140.7689  61.5887  36.9180   0.0000   0.0000   0.0000
     388 140.4669  60.0278  32.6894   0.0000   0.0000   0.0000
     389 138.3599  66.4454  35.1057   0.0000   0.0000   0.0000
     390 139.1292  64.0913  34.2672   0.0000   0.0000   0.0000
     391 142.4595  64.2451  32.9479   0.0000   0.0000   0.0000
     392 141.9564  60.4672  31.8541   0.0000   0.0000   0.0000
     393 143.1260  57.9981  35.6262   0.0000   0.0000   0.0000
     394 139.7127  50.1017  30.3750   0.0000   0.0000   0.0000
     395 142.5848  55.6777  35.0231   0.0000   0.0000   0.0000
     396 147.3494  55.0051  35.7979   0.0000   0.0000   0.0000
     397 144.5019  53.3007  38.2440   0.0000   0.0000   0.0000
     398 145.4521  53.1663  39.4325   0.0000   0.0000   0.0000
     399 143.6147  51.0101  39.3760   0.0000   0.0000   0.0000
     400 143.5114  51.9531  39.5416   0.0000   0.0000   0.0000
     401 142.3645  50.9774  38.8874   0.0000   0.0000   0.0000
     402 140.1328  52.6797  38.6269   0.0000   0.0000   0.0000
     403 140.4635  54.6860  39.7173   0.0000   0.0000   0.0000
     404 142.6848  50.3317  40.3428   0.0000   0.0000   0.0000
     405 145.0139  50.0709  37.4381   0.0000   0.0000   0.0000
     406 144.2230  49.0611  39.6500   0.0000   0.0000   0.0000
     407 144.8244  49.3533  40.1522   0.0000   0.0000   0.0000
     408 148.8549  44.6519  40.9533   0.0000   0.0000   0.0000
     409 143.8359  42.0973  41.6887   0.0000   0.0000   0.0000
     410 146.1851  42.3780  44.4078   0.0000   0.0000   0.0000
     411 145.9438  44.5151  45.5012   0.0000   0.0000   0.0000
     412 148.6861  44.0135  43.2140   0.0000   0.0000   0.0000
     413 148.8248  39.8474  42.8858   0.0000   0.0000   0.0000
     414 156.8503  40.7959  45.4043   0.0000   0.0000   0.0000
     415 159.3412  39.1787  39.2908   0.0000   0.0000   0.0000
     416 158.6297  42.5312  35.3926   0.0000   0.0000   0.0000
     417 156.2486  39.3756  37.2394   0.0000   0.0000   0.0000
     418 156.3684  41.4076  35.3699   0.0000   0.0000   0.0000
     419 156.4133  47.9827  31.0691   0.0000   0.0000   0.0000
     420 157.2950  45.6553  39.6327   0.0000   0.0000   0.0000
     421 160.2324  50.6373  38.0235   0.0000   0.0000   0.0000
     422 152.5395  51.6610  37.5538   0.0000   0.0000   0.0000
     423 149.2264  53.7090  40.0482   0.0000   0.0000   0.0000
