#Frame                                               Vec_00005
       1  42.9653  78.8911  51.0144   0.0000   0.0000   0.0000
       2 150.7475 135.0506 117.7660   0.0000   0.0000   0.0000
       3 150.5651 132.5059 116.7636   0.0000   0.0000   0.0000
       4 149.0268 130.7909 121.0773   0.0000   0.0000   0.0000
       5 156.9844 129.5424 122.6104   0.0000   0.0000   0.0000
       6 164.1248 131.3693 119.9140   0.0000   0.0000   0.0000
       7 166.5434 125.0803 115.4841   0.0000   0.0000   0.0000
       8 162.4002 129.9538 118.4747   0.0000   0.0000   0.0000
       9 154.5742 125.8950 108.1508   0.0000   0.0000   0.0000
      10 157.1578 125.3237 116.5642   0.0000   0.0000   0.0000
      11 163.9661 127.3257 111.7314   0.0000   0.0000   0.0000
      12 164.0278 138.5504 106.5964   0.0000   0.0000   0.0000
      13 160.0920 135.0803 104.0794   0.0000   0.0000   0.0000
      14 161.5496 137.5612 100.7495   0.0000   0.0000   0.0000
      15 160.6857 135.5580  94.3293   0.0000   0.0000   0.0000
      16 164.6322 139.4543  93.0814   0.0000   0.0000   0.0000
      17 160.9498 140.4775  94.0121   0.0000   0.0000   0.0000
      18 163.7417 143.2715  94.5028   0.0000   0.0000   0.0000
      19 156.3429 149.8452  95.0641   0.0000   0.0000   0.0000
      20 158.2407 145.9374  88.4494   0.0000   0.0000   0.0000
      21 154.0606 147.6019  96.8793   0.0000   0.0000   0.0000
      22 148.4144 147.1885  98.9159   0.0000   0.0000   0.0000
      23 149.3882 148.4986 102.9040   0.0000   0.0000   0.0000
      24 146.7646 137.2061 105.0151   0.0000   0.0000   0.0000
      25 142.4526 130.0411 105.8616   0.0000   0.0000   0.0000
      26 143.4101 127.1109 108.7918   0.0000   0.0000   0.0000
      27 140.8241 125.9130 106.5346   0.0000   0.0000   0.0000
      28 142.5202 131.1594 105.4348   0.0000   0.0000   0.0000
      29 148.0536 133.3257 102.5324   0.0000   0.0000   0.0000
      30 145.6450 128.4283  98.4731   0.0000   0.0000   0.0000
      31 145.3823 140.7412  98.5909   0.0000   0.0000   0.0000
      32 150.2173 140.3226 101.2084   0.0000   0.0000   0.0000
      33 150.9660 136.5229 101.4243   0.0000   0.0000   0.0000
      34 146.5307 138.7915 103.5950   0.0000   0.0000   0.0000
      35 146.2512 137.3472 106.7525   0.0000   0.0000   0.0000
      36 146.4439 140.7150 107.5524   0.0000   0.0000   0.0000
      37 147.6276 135.0579 106.8378   0.0000   0.0000   0.0000
      38 150.0022 139.9393 112.6410   0.0000   0.0000   0.0000
      39 148.6331 149.1061 115.6219   0.0000   0.0000   0.0000
      40 155.9019 149.2752 109.1918   0.0000   0.0000   0.0000
      41 149.6316 148.3765 102.7480   0.0000   0.0000   0.0000
      42 154.6443 154.0388 100.4074   0.0000   0.0000   0.0000
      43 154.8230 149.5319  97.0495   0.0000   0.0000   0.0000
      44 150.4443 150.2536  93.5346   0.0000   0.0000   0.0000
      45 150.0888 148.1886  88.9584   0.0000   0.0000   0.0000
      46 149.7349 144.7916  87.8355   0.0000   0.0000   0.0000
      47 155.1426 139.6648  87.7031   0.0000   0.0000   0.0000
      48 158.0947 140.1713  86.0331   0.0000   0.0000   0.0000
      49 159.9453 144.5091  86.4257   0.0000   0.0000   0.0000
      50 159.8940 139.7035  85.1451   0.0000   0.0000   0.0000
      51 165.5302 140.3551  84.2113   0.0000   0.0000   0.0000
      52 163.5026 139.1618  90.7881   0.0000   0.0000   0.0000
      53 162.6339 141.9067  85.2605   0.0000   0.0000   0.0000
      54 161.7552 146.1936  84.1157   0.0000   0.0000   0.0000
      55 162.9400 139.7612  89.9760   0.0000   0.0000   0.0000
      56 157.4761 141.4889  88.3301   0.0000   0.0000   0.0000
      57 167.1419 139.6568  85.1933   0.0000   0.0000   0.0000
      58 163.5829 143.2040  83.6644   0.0000   0.0000   0.0000
      59 165.9773 143.4958  86.2104   0.0000   0.0000   0.0000
      60 166.8824 142.2906  82.8792   0.0000   0.0000   0.0000
      61 168.2956 142.3158  84.4522   0.0000   0.0000   0.0000
      62 168.8647 143.2111  83.7678   0.0000   0.0000   0.0000
      63 167.9409 143.8365  85.5435   0.0000   0.0000   0.0000
      64 167.5628 141.3026  82.8897   0.0000   0.0000   0.0000
      65 167.7132 141.0104  83.8231   0.0000   0.0000   0.0000
      66 169.8089 143.2644  81.2725   0.0000   0.0000   0.0000
      67 170.8793 142.0958  82.4800   0.0000   0.0000   0.0000
      68 172.6500 144.9316  82.5797   0.0000   0.0000   0.0000
      69 172.8144 144.1973  84.1933   0.0000   0.0000   0.0000
      70 171.8229 144.0955  82.1984   0.0000   0.0000   0.0000
      71 173.8070 143.3535  86.0862   0.0000   0.0000   0.0000
      72 173.6522 143.8354  86.0570   0.0000   0.0000   0.0000
      73 170.8976 143.7961  85.4338   0.0000   0.0000   0.0000
      74 173.1037 144.5198  82.5219   0.0000   0.0000   0.0000
      75 171.7962 142.6035  81.6031   0.0000   0.0000   0.0000
      76 172.6187 143.5508  80.9864   0.0000   0.0000   0.0000
      77 173.0036 142.6349  82.2914   0.0000   0.0000   0.0000
      78 171.3302 142.9168  82.0512   0.0000   0.0000   0.0000
      79 173.5781 144.9909  83.9095   0.0000   0.0000   0.0000
      80 172.8407 144.3684  83.1612   0.0000   0.0000   0.0000
      81 172.3326 144.1665  82.6824   0.0000   0.0000   0.0000
      82 173.5873 144.1844  82.4579   0.0000   0.0000   0.0000
      83 173.8169 144.5495  82.0039   0.0000   0.0000   0.0000
      84 173.6703 144.3599  81.4482   0.0000   0.0000   0.0000
      85 172.6102 142.9773  82.0256   0.0000   0.0000   0.0000
      86 171.4311 141.6755  80.9123   0.0000   0.0000   0.0000
      87 170.9895 142.5528  81.2510   0.0000   0.0000   0.0000
      88 172.2318 143.7316  80.8168   0.0000   0.0000   0.0000
      89 173.0334 143.8821  79.9163   0.0000   0.0000   0.0000
      90 172.0305 142.4005  80.2380   0.0000   0.0000   0.0000
      91 170.9313 142.1981  81.3650   0.0000   0.0000   0.0000
      92 172.4793 141.6433  80.9778   0.0000   0.0000   0.0000
      93 173.2016 142.6874  81.0498   0.0000   0.0000   0.0000
      94 172.2135 142.3705  79.4522   0.0000   0.0000   0.0000
      95 173.4413 144.4532  79.7767   0.0000   0.0000   0.0000
      96 174.6267 143.1831  80.8526   0.0000   0.0000   0.0000
      97 175.3873 142.5964  81.3820   0.0000   0.0000   0.0000
      98 175.9915 143.6917  80.8176   0.0000   0.0000   0.0000
      99 176.2755 143.4925  80.7922   0.0000   0.0000   0.0000
     100 175.5674 144.5933  82.5111   0.0000   0.0000   0.0000
     101 173.5045 144.4528  81.2281   0.0000   0.0000   0.0000
     102 173.1821 143.8801  80.4873   0.0000   0.0000   0.0000
     103 172.9217 144.2156  79.8094   0.0000   0.0000   0.0000
     104 173.4737 145.9574  80.3051   0.0000   0.0000   0.0000
     105 171.3016 143.8280  80.2928   0.0000   0.0000   0.0000
     106 172.0954 144.0017  78.1584   0.0000   0.0000   0.0000
