Cluster,Frame,AtomID,X,Y,Z,X_Center,Y_Center,Z_Center,R,Theta,D_958,D_1178,D_1366,D_2377,D_3796,PCAcyl_0,PCAcyl_1,PCAcyl_2,PCAcyl_3,PCAcyl_4
0,1469.46875,165962.5625,44.68293437500001,166.35843749999995,128.80466249999998,92.70906875000001,139.60831312500002,62.607678125,55.38566043724611,2.627360860839441,121.60857340805087,37.8694255946212,118.3237487715464,88.04943549695463,98.25936924007792,80.19125820228774,-52.011712624646776,13.472579441981226,14.154025869606613,10.851485455494888
1,928.4920634920635,165651.46031746033,55.30510317460317,122.66227460317457,111.09972222222217,92.83378920634922,139.33549619047625,62.61057523809522,41.299601549646006,-2.7187177270720437,90.10187328014905,49.90649894912344,91.28915998038723,55.021504287715636,93.32123498480203,33.50964321765399,-36.156255921974626,28.788390610391307,-0.9437099924777925,1.3342745115225603
2,1030.7560975609756,165566.56097560975,108.44568780487803,191.33590731707315,111.92420487804876,92.95320048780488,140.2218907317073,62.60454048780488,53.58473197649824,1.2797485025392459,98.81675679679985,41.55651572925199,103.71198106741612,105.31196752656018,60.84402249746452,53.39047694036515,-44.64740757759441,-26.97591067017362,16.142426505829476,5.201748915998531
3,883.6326530612245,165721.83673469388,134.69894897959182,156.35223265306124,8.789557142857145,92.75840244897958,139.43077183673464,62.830846122448996,45.56184196003482,0.39053619267374706,67.55753039462414,121.59691075427739,52.83069926613148,100.76219817809282,56.6242224992502,10.474346591826194,45.50764408536051,-26.46421013268113,16.57381688446603,-1.1889085129219858
4,1375.2702702702702,165993.0,95.94746756756756,99.06391621621621,117.13090000000001,92.74072972972975,139.4675881081081,62.73574000000001,40.74808369217262,-1.4961971285508635,67.9593295247944,68.52163550202826,92.0235834646091,75.99592770900168,100.8098176006337,39.68089008918075,-10.721618925171422,12.570546134764198,-20.549206759438743,0.35386229139924075
5,1699.490625,165836.375,124.50231343749999,150.1314356249999,36.60860437499999,92.66840231250004,139.37255650000003,62.769959125,33.74930374348339,0.32314571105432444,45.10936537483726,93.10927381306021,35.75157857059728,78.16387278481574,35.33509653844466,-31.86545681205353,19.56690961200237,-29.644421482608806,6.949977632885667,-2.8503675919732316
6,602.6864406779661,165834.30225988702,93.04717429378535,132.19960508474568,95.2541387005649,92.78102853107359,139.1234815819209,62.967222768361545,7.071797565013364,-1.586782302604199,54.426013138758535,41.43081132469878,65.18185160168561,56.051370115874555,61.283966029610056,-12.123558208841516,-36.70109599576399,-0.3217927411481562,-12.018503195874311,0.3838474225450181
7,926.1978021978022,165900.75274725276,70.05010494505495,143.45071538461548,82.15774065934066,92.87391857142856,139.36809912087912,62.67712076923075,23.42788763640239,2.4103713836039247,69.50373475220259,41.60374812444795,60.781754828971536,39.10901287526794,56.319572075106336,-18.95590262224341,-41.79312690974638,13.96902983433593,4.57820376587516,-2.091859169900144
8,1654.4117647058824,165893.86274509804,45.35037843137254,143.51945098039215,11.747866666666667,92.5789788235294,139.38922509803928,62.76964823529412,47.665631559494344,1.697613034016238,98.23389369630513,112.27751733890928,57.7818008369151,52.90447446652903,79.56019757378319,13.147736024917148,25.84886938802151,30.780136060365557,30.431463057776405,-3.691002653352736
9,1092.14,165974.76,117.70332399999998,181.61882200000008,133.91376000000002,92.58352960000002,139.195322,62.93487719999999,49.622865226350015,1.0351280736427768,104.92215710775066,45.73877537382942,118.95082226811617,118.17560131446955,82.68021124716617,81.67047129205129,-39.55583272109935,-22.48967763345381,7.984033935892453,9.314391854324345
