#Frame                                               Vec_00009
       1  57.8748 122.7727 107.9835   0.0000   0.0000   0.0000
       2 106.0068 155.7634  96.4941   0.0000   0.0000   0.0000
       3 104.5824 154.0088  95.9036   0.0000   0.0000   0.0000
       4 107.4512 152.8902  96.8242   0.0000   0.0000   0.0000
       5 104.1714 155.5532  99.9470   0.0000   0.0000   0.0000
       6 104.2731 149.4347 100.3028   0.0000   0.0000   0.0000
       7 102.7933 146.5938  99.4256   0.0000   0.0000   0.0000
       8 101.3189 146.3558  98.6518   0.0000   0.0000   0.0000
       9 100.6444 146.0200  97.8298   0.0000   0.0000   0.0000
      10  99.9814 145.8252  98.6519   0.0000   0.0000   0.0000
      11  98.6524 145.4991  99.4044   0.0000   0.0000   0.0000
      12 100.4157 146.0206  98.7891   0.0000   0.0000   0.0000
      13  98.8073 145.9424  97.0856   0.0000   0.0000   0.0000
      14  99.0448 145.3154  98.2412   0.0000   0.0000   0.0000
      15  98.8000 146.7483  99.5262   0.0000   0.0000   0.0000
      16  97.9216 146.6488  98.2164   0.0000   0.0000   0.0000
      17  98.1444 147.3600  98.0706   0.0000   0.0000   0.0000
      18  98.4782 146.2829  98.0540   0.0000   0.0000   0.0000
      19  98.1164 146.9368  97.8071   0.0000   0.0000   0.0000
      20  97.2603 146.1755  96.6956   0.0000   0.0000   0.0000
      21  97.6532 146.3733  97.4888   0.0000   0.0000   0.0000
      22  96.9004 145.5340  97.9735   0.0000   0.0000   0.0000
      23 100.3002 145.8668  97.6806   0.0000   0.0000   0.0000
      24  97.7793 147.4606  97.8836   0.0000   0.0000   0.0000
      25  97.9672 147.1328  98.5966   0.0000   0.0000   0.0000
      26  98.0566 147.6630  97.8891   0.0000   0.0000   0.0000
      27  98.2450 148.0650  96.4749   0.0000   0.0000   0.0000
      28  98.1137 146.1443  98.1648   0.0000   0.0000   0.0000
      29  97.4531 146.2579  97.8155   0.0000   0.0000   0.0000
      30  98.3357 146.3277  97.1186   0.0000   0.0000   0.0000
      31  98.3787 146.9140  96.8729   0.0000   0.0000   0.0000
      32  97.1828 146.5769  96.8435   0.0000   0.0000   0.0000
      33  97.3149 146.0334  97.7577   0.0000   0.0000   0.0000
      34  97.6988 146.0714  97.0422   0.0000   0.0000   0.0000
      35  98.7443 147.8900  96.7535   0.0000   0.0000   0.0000
      36  98.8642 146.9391  95.7802   0.0000   0.0000   0.0000
      37  97.2489 147.4294  96.8191   0.0000   0.0000   0.0000
      38  95.9672 148.4322  96.3162   0.0000   0.0000   0.0000
      39  95.6941 148.0741  96.1484   0.0000   0.0000   0.0000
      40  95.7740 148.9204  96.6910   0.0000   0.0000   0.0000
      41  95.8425 149.0147  96.5341   0.0000   0.0000   0.0000
      42  96.2548 148.7434  96.6693   0.0000   0.0000   0.0000
      43  95.5773 148.6585  96.5502   0.0000   0.0000   0.0000
      44  96.3967 148.6022  96.2385   0.0000   0.0000   0.0000
      45  96.5932 147.4030  95.8171   0.0000   0.0000   0.0000
      46  99.2046 147.2397  95.2121   0.0000   0.0000   0.0000
